X	Y	RouteID	ARM	Direction_	Location	Year_2012	Year_2013	Year_2014	Year_2015	Year_2015_	GlobalID	LastUpdate
-117.397936407711668	47.779076156693058	395SPNSC	5.150000000000000	Bothways	At Milepost 167.18 A:PTR LOCATION R111		5900*	6700*	7400*	7400	{763D0477-573D-4E69-93B8-CD9E4FB662B4}	2015/12/31
-119.22506254599196	47.097121431798222	090	178.610000000000014	Bothways	At Milepost 180.33 A:PTR LOCATION R055	11000*	11000*	11000*	12000*	12000	{DCDBE9A7-DE1F-4D04-8FEA-A8243202FDB1}	2015/12/31
-117.411124150583277	47.695069061867557	002	281.689999999999998	Bothways	At Milepost 289.79 A:PTR LOCATION R021	40000*	40000*	40000*	41000*	41000	{835BE598-A5A7-4CB6-906E-706B73F90C8D}	2015/12/31
-122.322731705581461	47.645759557010841	005RL005EXP	3.020000000000000	Bothways	At Milepost 168.31 A:PTR LOCATION R49R	44000*	45000*	46000*	47000*	47000	{2552E0BE-CE8B-410F-AC4B-AA0B3AF5047D}	2015/12/31
-122.584363308319823	47.816114784242856	104	19.280000000000001	Bothways	At Milepost 19.48 A:PTR LOCATION R095	5200*	5300*	5400*	5500*	5500	{552BF5FB-836E-45F7-A814-B95F8EE13A2B}	2015/12/31
-122.075207012192479	47.655115151345939	202	9.630000000000001	Bothways	At Milepost 9.65 A:PTR LOCATION S206				33000*	33000	{2F7F77AB-EBE1-482E-ACAC-ADAB2DC2B027}	2015/12/31
-122.87102097983265	46.092177179581363	005	35.880000000000003	Bothways	At Milepost 35.88 A:PTR LOCATION R115			63000*	66000*	66000	{75F4BA01-98F6-4FE1-9112-0540DE7D6A30}	2015/12/31
-119.224518566377469	46.047825072943191	082	121.170000000000002	Bothways	At Milepost 121.20 A:PTR LOCATION P09	17000*	17000*	18000*	19000*	19000	{8DC6A005-372E-488E-B0BE-132C33D39CC2}	2015/12/31
-120.790847659823228	46.74831785015072	410	107.329999999999998	Bothways	At Milepost 116.26 A:PTR LOCATION S818 WEST	1900*	2000*	2000*	2100*	2100	{F08DC259-53D5-4EFA-88CE-84F872DE7E77}	2015/12/31
-122.195791904327294	47.969606127409619	005	193.129999999999995	Bothways	At Milepost 193.07 A:PTR LOCATION R082	173000*	176000*	180000*	187000*	187000	{93214123-C69E-4D2D-82E2-022D2EC922B7}	2015/12/31
