SiteId,SiteLocation,Date,DayOfWeek,TravelDirection,Hour1,Hour2,Hour3,Hour4,Hour5,Hour6,Hour7,Hour8,Hour9,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour20,Hour21,Hour22,Hour23,Hour24
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-11-01 00:00:00,Saturday,Northbound,1703,1080,927,821,1079,1962,3000,3659,4783,5234,5451,5877,5987,6103,6517,6395,6382,6719,6356,4836,4277,4280,3826,2403
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-11-08 00:00:00,Saturday,Northbound,1420,925,739,666,1047,2041,3116,4282,5723,5798,5876,6269,5043,4803,6291,6679,6490,6396,5795,4799,4214,4136,4073,2641
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-11-15 00:00:00,Saturday,Northbound,1362,777,653,661,1036,2070,2876,3787,5370,5702,6002,6074,6104,5973,6375,6389,6894,6679,6168,4558,4197,4394,4095,2889
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-11-22 00:00:00,Saturday,Northbound,1647,937,761,643,1048,2150,2942,3701,4255,5487,6053,6041,6311,6309,7003,6716,6915,6440,5750,5088,4125,4334,4020,3067
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-11-29 00:00:00,Saturday,Northbound,1266,852,628,620,885,1763,2336,2385,3000,3796,4446,5279,5899,6145,6041,6098,5662,6024,5233,4453,3733,3819,3807,2858
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-12-06 00:00:00,Saturday,Northbound,1443,875,730,673,1152,2161,3211,4094,5119,5619,5788,6263,5730,5887,6079,6145,6838,6571,6089,4753,4032,4459,4285,2740
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2015-08-03 00:00:00,Monday,Northbound,1834,1064,724,907,2379,6348,7540,6402,5655,5727,5856,6141,6780,7160,6989,6460,5592,5778,5832,4882,4218,4151,3579,2397
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2015-08-10 00:00:00,Monday,Northbound,1517,896,785,911,2331,5981,7481,6278,5418,4327,3643,5977,6435,7152,6921,6294,6007,6037,5669,4783,4240,4027,3294,2113
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2015-08-17 00:00:00,Monday,Northbound,1612,948,695,936,2345,6338,7460,6388,5674,5680,6082,6450,6836,6637,7196,6808,6334,6261,5620,4680,4166,4073,3326,2035
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2015-08-24 00:00:00,Monday,Northbound,1821,983,620,937,2420,5954,7312,6271,5060,5327,5780,6205,6646,6646,7419,6885,6540,6695,5694,4910,4202,3799,3219,1904
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2015-08-31 00:00:00,Monday,Northbound,1494,750,564,930,2438,6530,7402,6337,5057,5020,5786,6043,6525,6686,7042,6748,6253,6025,5745,4389,3944,3741,2977,1817
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2016-08-01 00:00:00,Monday,Northbound,1658,1081,897,1142,2746,6979,7342,5837,5538,5156,5980,6280,6927,7077,6968,5790,5802,6292,6062,5175,4460,4326,3641,2450
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2016-08-08 00:00:00,Monday,Northbound,1856,894,762,1086,2775,6974,7339,5874,4886,5015,5389,6103,6699,7010,7124,6583,6620,7004,6085,4927,4093,3983,3516,2252
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2013-09-09 00:00:00,Monday,Southbound,1231,690,698,833,1898,4122,6655,7842,6939,6544,6435,6690,6979,7093,8052,9177,8554,8418,7451,5582,4630,4045,3248,2369
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2013-09-16 00:00:00,Monday,Southbound,1399,847,840,875,1906,4363,6769,7803,7367,6831,6682,7060,7326,7427,8194,9232,9259,8723,7321,5372,4263,3793,2916,2080
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2013-09-23 00:00:00,Monday,Southbound,1301,707,678,855,1908,4178,6665,7463,6728,6329,6696,6961,7064,7314,8227,8444,8455,8548,7053,5428,4330,3946,3093,2376
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2013-09-30 00:00:00,Monday,Southbound,1306,708,676,747,1829,4258,6374,6845,6655,6555,6505,6001,5822,7193,7968,8766,8718,7945,7121,5381,4359,3743,2862,2186
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2013-10-07 00:00:00,Monday,Southbound,1234,727,633,791,1702,4124,6566,7533,6938,6499,6235,6400,6984,7124,8087,8886,8849,7341,6947,5586,4304,3912,2845,2158
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2013-10-14 00:00:00,Monday,Southbound,1324,811,715,754,1764,4008,6615,7518,6650,6115,6100,6716,6852,6994,8045,8835,8635,8346,7105,5351,4265,4112,2975,2132
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2013-10-21 00:00:00,Monday,Southbound,1314,834,686,797,1788,4273,6716,7554,6654,6320,6264,6701,6810,6445,8290,9168,9216,8632,7056,5342,4053,3954,3097,2155
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-10-06 00:00:00,Monday,Southbound,1246,763,707,785,1837,4237,6575,7434,6642,6208,6431,6557,6989,7309,7624,8969,8366,8045,6750,4963,3943,4458,3229,2406
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-10-13 00:00:00,Monday,Southbound,1299,822,780,854,1904,4207,6572,7656,6787,6290,6215,6793,6891,7451,8219,9185,8942,8560,6923,5321,4310,4034,2342,2279
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-10-20 00:00:00,Monday,Southbound,1273,824,709,803,1671,3391,5667,6582,5976,5867,6234,6803,7157,7304,8347,9120,8855,8065,7044,5288,4416,3999,2995,2123
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-10-27 00:00:00,Monday,Southbound,1303,836,746,800,1781,4272,6605,7409,6626,6270,6312,6862,6958,7310,8356,9171,9162,8245,5363,5197,4003,3561,2318,2035
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-11-03 00:00:00,Monday,Southbound,1251,736,734,846,1891,4450,6761,7657,6529,6245,6552,6544,6751,7297,8067,8284,8376,7828,6746,5013,4039,3534,2852,2030
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-11-10 00:00:00,Monday,Southbound,1302,835,725,843,1902,4318,6605,7682,6765,6101,6469,6830,7030,7306,8223,9013,8682,8189,6893,5638,4237,3819,5206,2589
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2009-07-16 00:00:00,Thursday,Southbound,1765,1272,1133,861,1654,4031,6548,7817,6889,6722,7056,7386,7464,7935,8591,9600,9511,8462,7798,6451,5673,5447,4648,3283
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2011-04-11 00:00:00,Monday,Southbound,1204,660,625,625,1507,3634,6406,8029,6890,6033,6007,6269,6361,6556,7436,8768,8661,7767,6117,4718,4178,4068,3308,2351
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2011-04-18 00:00:00,Monday,Southbound,1283,692,622,650,1545,3613,6148,7641,6873,5913,5773,6115,6179,6644,7575,8720,8801,8010,6365,4734,4018,4166,3452,2572
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2011-04-25 00:00:00,Monday,Southbound,1224,682,567,631,1510,3694,6258,7447,6769,6368,5919,6130,6706,5874,6703,8541,8964,7525,6501,4789,3970,3640,2790,2047
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2011-05-02 00:00:00,Monday,Southbound,1262,764,633,650,1527,3651,6256,7808,6530,5971,5763,6082,6277,6539,7551,8827,8890,7837,6153,4597,3836,3807,3103,1992
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2010-09-19 00:00:00,Sunday,Southbound,2143,1786,1697,1053,1150,1445,1781,2398,3211,4642,5955,6449,6784,6893,6857,6881,7528,6364,5688,5060,4653,4019,2940,2060
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2010-09-26 00:00:00,Sunday,Southbound,2327,1946,1865,1071,1060,1223,1662,2331,2800,4026,5368,5780,6374,6143,6545,6014,6894,8659,7096,5400,4470,3740,2852,2043
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2010-10-03 00:00:00,Sunday,Southbound,2267,2025,2009,1112,917,1259,1679,2262,2795,3905,5036,5464,6137,6364,6384,6904,7492,6475,5823,5120,4353,3807,2685,2005
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2010-10-10 00:00:00,Sunday,Southbound,2463,1823,1680,1015,890,1143,1557,2152,2740,3653,5081,5786,6207,6414,6460,6356,6188,6114,5626,5044,4245,2698,3150,1957
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2010-10-17 00:00:00,Sunday,Southbound,3850,2054,1844,1161,1049,1223,1707,2342,3072,4415,5541,6141,6424,6635,6456,6750,6817,6495,6029,5245,4513,3411,3052,2038
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2010-10-24 00:00:00,Sunday,Southbound,2205,1130,2109,1025,1106,1291,1577,2239,2723,3762,4842,4622,6022,5973,6246,6307,7177,7720,5816,4766,4027,3622,2655,2274
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2012-07-06 00:00:00,Friday,Northbound,1186,759,630,741,1759,4547,7572,7584,6661,6402,6699,6448,6672,6939,7555,7154,6710,6463,5970,5132,4482,4422,4017,2523
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2012-07-13 00:00:00,Friday,Northbound,1427,890,767,805,1921,4850,8095,7539,6352,6420,5945,5947,7039,6386,7377,6916,6661,6755,6880,6074,4941,4685,4337,3091
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-08-29 00:00:00,Friday,Southbound,2138,1341,1309,1084,1855,3764,5936,7015,6309,6353,7160,7811,7989,8638,8968,9061,9020,8163,7405,6747,5829,5397,5307,4947
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-09-05 00:00:00,Friday,Southbound,1689,1195,1216,1103,1849,3971,6327,7598,7055,6967,7433,6557,7788,8042,8439,8938,8848,8695,8219,7129,5623,4815,4370,2837
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-09-12 00:00:00,Friday,Southbound,1631,1217,1182,1088,1826,4036,6461,7690,6935,6915,7316,7459,7808,7767,8583,8270,8798,7850,7190,7056,5936,5074,6493,4328
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-05-07 00:00:00,Wednesday,Southbound,1423,995,952,926,1795,4106,6898,7708,6654,6364,6508,6634,6846,7280,8304,9132,8813,8303,6982,6210,5156,6304,3851,2527
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-05-14 00:00:00,Wednesday,Southbound,1534,1059,1017,943,1783,4270,6626,7529,6570,6730,6829,6591,7003,7452,8149,8996,8678,7876,7751,6201,5173,5057,3731,2845
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-05-21 00:00:00,Wednesday,Southbound,1489,1084,955,1036,1707,4223,6897,7738,6691,6865,6327,6878,7155,7481,8199,9092,8893,8629,7553,6071,5378,4805,3871,2769
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2010-05-28 00:00:00,Friday,Southbound,1890,1413,1120,965,1620,3384,5842,6700,6800,6785,7470,7492,7645,8180,8449,9203,8856,8104,6893,6146,5042,4612,4072,3695
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2010-06-04 00:00:00,Friday,Southbound,1765,1307,1126,893,1564,3792,6256,7343,6698,6794,7075,7791,7901,8382,9050,9387,9000,7899,7015,6454,5247,5395,5352,3748
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2010-06-11 00:00:00,Friday,Southbound,2038,1418,1226,972,1696,3791,6332,7783,7160,7210,7469,7940,8201,8374,9108,9367,9097,8437,7740,6886,5533,5673,4965,3977
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2010-06-18 00:00:00,Friday,Southbound,2154,1403,1268,962,1698,3695,6464,6841,7458,6764,7860,7813,8229,8255,8955,9264,9117,8252,7550,7104,5600,6125,6479,3849
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2010-06-25 00:00:00,Friday,Southbound,2026,1479,1282,921,1634,3624,5805,7382,6558,6606,7519,7708,7828,8118,8516,9106,9104,8416,7524,6331,4919,4933,4511,3564
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2010-07-02 00:00:00,Friday,Southbound,1878,1309,1161,908,1531,2493,5520,7093,6514,6614,7122,5649,7764,7398,8678,9114,7770,7891,6472,5866,4710,4532,4003,3352
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-12-14 00:00:00,Sunday,Northbound,1753,1353,902,646,826,1572,2234,2894,3651,4805,5926,6424,5230,5254,5221,5145,5264,5719,5278,4369,4173,3976,3047,1611
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-12-21 00:00:00,Sunday,Northbound,1891,1136,797,640,943,1623,2001,2104,2901,4257,5015,5502,5796,5889,6238,6277,6071,4981,4033,3612,3543,4750,3150,2094
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-12-28 00:00:00,Sunday,Northbound,1779,1057,737,630,922,1610,2217,2415,3284,4874,6594,7008,5894,5807,5323,5229,5051,5542,5113,4496,4105,3827,3207,2138
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2015-01-04 00:00:00,Sunday,Northbound,1602,995,816,595,805,1547,2021,1988,2509,3857,4862,5236,5497,5352,5616,5895,5446,5501,5262,4654,3876,3360,2708,2201
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2015-01-11 00:00:00,Sunday,Northbound,1493,775,695,467,702,1513,2138,2248,2893,4089,4878,5206,5321,5870,5943,5716,5854,5896,5252,4480,3750,3421,2686,1813
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-07-08 00:00:00,Tuesday,Northbound,1257,770,619,859,1974,5873,7783,6575,5418,5582,5788,6473,6725,6779,7256,6116,6487,5941,6085,4724,3973,3959,3301,2178
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-07-15 00:00:00,Tuesday,Northbound,1300,720,658,858,1991,5807,7799,6937,5688,5275,5474,6208,6480,6560,6920,6368,5501,5679,5753,4604,4029,4020,3256,2057
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-07-22 00:00:00,Tuesday,Northbound,1197,691,607,883,2124,6129,6604,5851,5600,5892,6055,6671,6838,6866,6930,4821,6491,6961,5614,4040,3752,4098,3390,2037
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-07-29 00:00:00,Tuesday,Northbound,1298,732,579,886,2090,5516,7688,6798,5851,5668,5488,6515,5986,6474,7049,6323,5941,5945,5752,4613,4283,4160,3402,1998
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-08-05 00:00:00,Tuesday,Northbound,1342,729,635,879,2063,5997,7703,6467,5787,5238,5741,6500,6713,1090,6213,6906,6058,6309,6165,4783,4116,4062,3279,2191
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-08-12 00:00:00,Tuesday,Northbound,1357,696,586,881,2087,5879,7638,6559,5585,5326,5319,6082,6597,6837,7434,6635,5974,6228,6443,4794,4025,3702,2959,2095
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-09-19 00:00:00,Friday,Southbound,1676,1204,1271,1090,1873,2385,6414,7662,7015,7163,7129,7802,8029,7857,8834,9318,9023,8896,8218,7471,5993,5248,4457,3792
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-09-26 00:00:00,Friday,Southbound,1571,1199,1074,1029,1784,4012,6228,6911,6660,6292,7034,7405,7634,8047,8572,9073,8798,8293,7704,7098,5700,5002,5606,3579
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-10-03 00:00:00,Friday,Southbound,1723,1210,1168,1067,1797,3960,6258,7488,6760,6703,6942,7101,7684,8219,8719,9303,9139,8623,7899,6829,5354,4967,4169,3253
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-05-28 00:00:00,Wednesday,Southbound,1668,1099,992,908,1707,4300,6687,7761,6868,6534,6625,6831,7037,7577,8405,9254,9070,8466,7682,5351,5562,4937,4369,2688
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-06-04 00:00:00,Wednesday,Southbound,1592,1050,1003,892,1734,4269,6842,7776,6814,6701,6430,6700,7069,7681,8494,9279,6258,7847,7625,6823,5259,4933,4060,2720
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2014-06-11 00:00:00,Wednesday,Southbound,1775,1077,1033,935,1740,4328,6847,7749,6781,6671,6892,6814,7031,7588,8428,8991,8949,8426,7633,7068,5525,5709,5714,3036
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2016-12-24 00:00:00,Saturday,Southbound,2632,1943,1935,1428,1602,1635,2210,2948,3717,4876,6165,6992,7458,7377,6908,7058,7332,8156,6970,5336,5145,4964,4464,3082
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2016-12-31 00:00:00,Saturday,Southbound,2847,2075,1881,1234,1416,1423,2093,2890,3466,4577,5918,6638,6481,6038,6189,6606,6787,5735,5821,4789,3974,3514,3439,2762
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2017-01-07 00:00:00,Saturday,Southbound,2752,1930,1914,1248,1324,1814,2770,3793,4738,5842,6702,7123,7621,7383,7013,7483,8000,7361,5366,4729,6155,6434,4532,3419
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2017-01-14 00:00:00,Saturday,Southbound,2899,1982,1936,1352,1365,1879,2698,3953,4954,6197,7303,8351,8637,8490,7227,6726,6796,7932,6961,5799,4736,4800,4536,3625
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2017-01-21 00:00:00,Saturday,Southbound,3300,2236,1912,1282,1390,1936,2826,3983,4935,5678,6613,7260,7165,7327,7910,7874,8306,7917,6628,5836,4832,4674,4263,3459
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2017-01-28 00:00:00,Saturday,Southbound,2849,2072,1999,1285,1428,1914,2979,4091,5125,6082,7238,7801,8098,7904,8154,8464,8412,8120,7824,6357,5391,5288,4920,4049
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2010-09-20 00:00:00,Monday,Southbound,1280,751,761,754,1677,3966,6483,7913,6995,6627,6470,6869,6854,6943,5582,3961,5186,5617,6672,5627,4146,3828,3014,2065
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2010-09-27 00:00:00,Monday,Southbound,1266,757,751,732,1615,3933,6268,7327,7050,6883,6553,6665,5868,6577,8056,8727,9071,8034,6766,4933,4334,3930,2827,2116
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2010-10-04 00:00:00,Monday,Southbound,1143,748,688,732,1563,3772,6343,7701,6535,6546,6233,6393,6448,7040,7789,8903,8898,7813,6631,4890,4192,3723,2800,2015
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2011-11-27 00:00:00,Sunday,Southbound,1963,1588,1799,1097,1199,1380,1647,2139,2621,3708,5021,5277,5765,5889,5933,6010,6925,7421,4948,4342,3981,3518,2529,1872
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2011-12-04 00:00:00,Sunday,Southbound,2234,1737,1874,994,915,1065,1650,2179,2484,2548,4981,5004,5519,6074,5971,6098,6211,5849,5116,4458,3605,3312,2930,1780
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2011-12-11 00:00:00,Sunday,Southbound,2445,1886,1958,1137,912,1138,1643,2233,2416,3545,4708,5395,5963,6135,5980,6013,6058,5654,5002,4360,3976,3758,2726,1873
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2011-12-18 00:00:00,Sunday,Southbound,2571,1905,1963,1099,1017,1216,1582,2207,2517,3713,4844,5438,6075,6174,6341,6458,6306,6007,5243,4639,4429,3867,3255,2054
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2011-12-25 00:00:00,Sunday,Southbound,1647,1162,893,675,667,874,1168,1607,2120,3180,4191,4740,5745,5924,5688,5222,4586,4158,3929,4273,4333,4017,3154,2031
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2012-01-01 00:00:00,Sunday,Southbound,4365,4785,3480,1971,1445,1262,1409,1688,1831,2791,4008,4908,5859,5949,5739,5855,5619,5277,4351,4092,3288,3054,2474,1893
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2012-07-13 00:00:00,Friday,Southbound,1988,1381,1140,986,1727,3655,6191,7715,7025,6437,6549,7188,7543,7248,8296,8974,8853,8322,7699,6701,6103,5440,5428,3947
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2012-07-20 00:00:00,Friday,Southbound,1807,1288,1196,1148,1657,3599,5794,6193,6314,6035,6601,7030,7410,8052,8587,9196,8858,8298,7658,6756,5343,5097,4427,3643
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2012-07-27 00:00:00,Friday,Southbound,2239,1477,1310,1007,1852,3584,6005,7198,6811,6507,7201,7154,7728,8021,8904,9298,9103,8669,7716,7030,5125,5215,5249,3857
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2012-08-03 00:00:00,Friday,Southbound,2072,1405,1253,958,1758,3614,6024,7472,6890,6846,7407,7216,7460,8064,8427,8744,8591,8405,7979,6947,5584,5310,4643,3794
S202,On SR 005 at milepost 162.35 A: N/O CORSON AVENUE I/C - SEATTLE                             ,2012-08-10 00:00:00,Friday,Southbound,2069,1433,1236,1071,1740,3393,6087,7283,6631,6503,7126,7231,6282,7878,8309,8931,8898,8599,7841,6883,5416,5352,4555,3810
